ID,story,text
1942,story8,The entrance upon this floor or leaf is from the middle window over the gate of the prison;
1943,story8,"and this floor is supported below,"
1944,story8,"while the criminals stand upon it, by two pieces of timber, which are made to slide in and out of the prison wall through apertures made for that purpose."
1945,story8,"When the criminals are tied up and prepared for their fate, this floor suddenly falls down, upon withdrawing the supporters inwards."
1946,story8,"They are both drawn at once by a windlass, and the unhappy culprits remain suspended."
1947,story8,"This mode of execution, it is alleged, gave rise to the old vulgar ""chaff,"" ""Take care, or you'll die at the fall of the leaf."""
1948,story8,The machinery in use in Dublin is much the same as that employed at many jails now-a-days.
1949,story8,But the fall apart and inwards of two leaves is considered superior.
1950,story8,The latter is the method still followed at Newgate.
1951,story8,The sentences inflicted in front of Newgate were not limited to hanging.
1952,story8,In the few years which elapsed between the establishment of the gallows at Newgate
1953,story8,"and the abolition of the practice of burning females for petty treason, more than one woman suffered this penalty at the Old Bailey."
1954,story8,"One case is preserved by Catnach,"
1955,story8,"that of Phoebe Harris, who in seventeen eighty-eight was ""barbariously"" executed and burnt before Newgate for coining."
1956,story8,"She is described as a well-made little woman, something more than thirty years of age, of a pale complexion and not disagreeable features."
1957,story8,"When she came out of prison she appeared languid and terrified, and trembled greatly as she advanced to the stake,"
1958,story8,where the apparatus for the punishment she was about to experience
1959,story8,"seemed to strike her mind with horror and consternation, to the exclusion of all power of recollectedness in preparation for the approaching awful moment."
1960,story8,She walked from the debtors' door to a stake fixed in the ground about half-way between the scaffold and Newgate Street.
1961,story8,"She was immediately tied by the neck to an iron bolt fixed near the top of the stake,"
1962,story8,"and after praying fervently for a few minutes, the steps on which she stood were drawn away, and she was left suspended."
1963,story8,A chain fastened by nails to the stake was then put round her body by the executioner with his assistants.
1964,story8,"Two cart-loads of faggots were piled about her, and after she had hung for half-an-hour the fire was kindled."
1965,story8,"The flames presently burned the halter, the body fell a few inches, and hung then by the iron chain."
1966,story8,A great concourse of people attended on this melancholy occasion.
1967,story8,The change from Tyburn to the Old Bailey had worked no improvement as regards the gathering together of the crowd or its demeanor.
1968,story8,"As many spectators as ever thronged to see the dreadful show,"
1969,story8,"and they were packed into a more limited space, disporting themselves as heretofore by brutal horse-play, coarse jests, and frantic yells."
1970,story8,"It was still the custom to offer warm encouragement or bitter disapproval, according to the character and antecedents of the sufferer."
1971,story8,"The highwayman, whose exploits many in the crowd admired or emulated, was cheered and bidden to die game;"
1972,story8,"the man of better birth could hope for no sympathy, whatever his crime."
1973,story8,"At the execution of Governor Wall, in eighteen oh two, the furious hatred of the mob was plainly apparent in their appalling cries."
1974,story8,"His appearance on the scaffold was the signal for three prolonged shouts from an innumerable populace, ""the brutal effusion of one common sentiment."""
1975,story8,"It was said that so large a crowd had never collected since the execution of Mrs. Brownrigg, nor had the public indignation risen so high."
1976,story8,Pieman and ballad-monger did their usual roaring trade amidst the dense throng.
1977,story8,"No sooner was the ""job"" finished than half-a-dozen competitors appeared, each offering the identical rope for sale at a shilling an inch."
1978,story8,"describes as ""a most diabolical-looking little wretch -- Jack Ketch's head man."
1979,story8,"The yeoman was, however, under-sold by his wife, ""Rosy Emma,"""
1980,story8,"exuberant in talk and hissing hot from Pie Corner, where she had taken her morning dose of gin-and-bitters."
1981,story8,"A little further off, says Mr. Smith, was ""a lath of a fellow past three-score years and ten,"
1982,story8,"who had just arrived from the purlieus of Black Boy Alley, woebegone as Romeo's apothecary, exclaiming,"
1983,story8,Here's the identical rope at sixpence an inch.
1984,story8,"Mr. Smith's account of the condemned convict, whose cell he was permitted to enter, may be inserted here."
1985,story8,"He was introduced by the ordinary, Dr. Forde, a name familiar to the reader, who met him at the felons' door"
1986,story8,"in his canonicals, and with his head as stiffly erect as a sheriff's coachman."
1987,story8,"The ordinary ""gravely uttered, 'Come this way, Mr. Smith.'"
1988,story8,"As we crossed the press yard a cock crew, and the solitary clanking of a restless chain was dreadfully horrible."
1989,story8,The prisoners had not risen.
1990,story8,"He was death's counterfeit, tall, shriveled, and pale;"
1991,story8,"and his soul shot out so piercingly through the port-holes of his head, that the first glance of him nearly petrified me"
1992,story8,"His hands were clasped, and he was truly penitent."
1993,story8,"After the yeoman had requested him to stand up, 'he pinioned him,' as the Newgate phrase is"
1994,story8,"and tied the cord with so little feeling that the governor (Wall), who had not given the wretch his accustomed fee, observed,"
1995,story8,"""You have tied me very tight,"" upon which Dr. Forde ordered him to slacken the cord, which he did, but not without muttering."
1996,story8,"""Thank you, sir,"" said the governor to the doctor, ""it is of little moment."""
1997,story8,"He then made some observations to the attendant about the fire, and turning to the doctor, questioned him."
1998,story8,"""Do tell me, sir; I am informed I shall go down with great force; is it so?"""
1999,story8,where the murder for which he was condemned had been committed.
2000,story8,"""Sir,"" he answered, ""they sent me the very riff-raff."""
2001,story8,"The poor soul then joined the doctor in prayer, and never did I witness more contrition at any condemned sermon than he then evinced."
2002,story8,"The sheriff arrived, attended by his officers, to receive the prisoner from the keeper."
2003,story8,"A new hat was partly flattened on his head, for, owing to its being too small in the crown, it stood many inches too high behind."
2004,story8,"As we were crossing the press yard,"
2005,story8,"the dreadful execrations of some of the felons so shook his frame that he observed ""the clock had struck;"" and quickening his pace,"
2006,story8,"he soon arrived at the room where the sheriff was to give a receipt for his body, according to the usual custom."
2007,story8,"Before the colonel had been pinioned he had pulled out two white handkerchiefs, one of which he bound over his temples so as nearly to conceal his eyes,"
2008,story8,the other he kept between his hands.
2009,story8,"Over the handkerchief around his brows he placed a white cap, the new hat being on top of all."
2010,story8,"He was dressed in a mixed-colored loose coat with a black collar, swandown waistcoat, blue pantaloons, and white silk stockings."
2011,story8,"Thus appareled he ascended the stairs at the debtors' door,"
2012,story8,"and stepped out on to the platform, to be received, as has been said, by prolonged yells."
2013,story8,These evidently deprived him of the small portion of fortitude he had summoned up.
2014,story8,"He bowed his head under extreme pressure of ignominy,"
2015,story8,"and at his request the ordinary drew the cap further down over his face, when in an instant,"
2016,story8,"without waiting for any signal, the platform dropped, and he was launched into eternity."
2017,story8,"Whenever the public attention had been specially called to a particular crime, either on account of its atrocity,"
2018,story8,"the doubtfulness of the issue, or the superior position of the perpetrator,"
2019,story8,"the attendance at the execution was certain to be tumultuous, and the conduct of the mob disorderly."
2020,story8,This was notably the case at the execution of Holloway and Haggerty
2021,story8,"in eighteen oh seven, an event long remembered from the fatal and disastrous consequences which followed it."
2022,story8,"They were accused by a confederate, who, goaded by conscience, had turned approver, of the murder of a Mr. Steele,"
2023,story8,"who kept a lavender warehouse in the city, and who had gardens at Feltham,"
2024,story8,"whither he often went to distill the lavender, returning to London the same evening."
2025,story8,One night he was missing
2026,story8,"and after a long interval his dead body was discovered, shockingly disfigured, in a ditch. This was in eighteen oh two."
2027,story8,"Four years passed without the detection of the murderers,"
2028,story8,"but in the beginning of eighteen oh seven one of them, at that time just sentenced to transportation,"
2029,story8,"made a full confession, and implicated Holloway and Haggerty."
2030,story8,"They were accordingly apprehended and brought to trial, the informer, Hanfield by name, being accepted as king's evidence."
2031,story8,"Conviction followed mainly on his testimony; but the two men, especially Holloway, stoutly maintained their innocence to the last."
2032,story8,"Very great excitement prevailed in the town throughout the trial, and this greatly increased when the verdict was known."
2033,story8,"An enormous crowd assembled to witness the execution, amounting, it was said, to the hitherto unparalleled number of forty thousand."
2034,story8,By eight o'clock not an inch of ground in front of the platform was unoccupied.
2035,story8,The pressure soon became so frightful that many would have willingly escaped from the crowd; but their attempts only increased the general confusion.
2036,story8,Very soon women began to scream with terror;
2037,story8,"some, especially of low stature, found it difficult to remain standing, and several, although held up for some time by the men nearest them,"
2038,story8,"presently fell, and were at once trampled to death."
2039,story8,"Cries of Murder! murder! were now raised, and added greatly to the horrors of the scene."
2040,story8,"Panic became general. More women, children, and many men were borne down, to perish beneath the feet of the rest."
2041,story8,"The most affecting and distressing scene was at Green Arbor Lane, just opposite the debtors' door of the prison."
2042,story8,"Here a couple of piemen had been selling their wares; the basket of one of them, which was raised upon a four-legged stool, was upset."
2043,story8,"The pieman stooped down to pick up his scattered stock, and some of the mob, not seeing what had happened, stumbled over him."
2044,story8,No one who fell ever rose again.
2045,story8,Among the rest was a woman with an infant at the breast.
2046,story8,"She was killed, but in the act of falling she forced her child into the arms of a man near her, and implored him in God's name to save it;"
2047,story8,"the man, needing all his care for his own life, threw the child from him,"
2048,story8,"and it passed along the heads of the crowd, to be caught at last by a person who struggled with it to a cart and deposited it there in safety."
2049,story8,In another part seven persons met their death by suffocation.
2050,story8,"In this convulsive struggle for bare existence people fought fiercely with one another, and the weakest, of course the women, went under."
2051,story8,"One cart-load of spectators having broken down, some of its occupants fell off the vehicle, and were instantly trampled to death."
2052,story8,"This went on for more than an hour, and until the malefactors were cut down and the gallows removed;"
2053,story8,"then the mob began to thin, and the streets were cleared by the city marshals and a number of constables."
2054,story8,"The catastrophe exceeded the worst anticipations. Nearly one hundred dead and dying lay about; and after all had been removed,"
2055,story8,"the bodies for identification, the wounded to hospitals, a cart-load of shoes, hats, petticoats, and fragments of wearing apparel were picked up."
2056,story8,Among the dead was a sailor lad whom no one knew;
2057,story8,"but there were no serious accidents, beyond those caused by the goring of a maddened, over-driven ox which forced its way through the crowd."
2058,story8,"Precautions had been taken by the erection of barriers, and the posting of placards at all the avenues to the Old Bailey, on which was printed,"
2059,story8,Beware of entering the crowd! Remember thirty poor persons were pressed to death by the crowd when Haggerty and Holloway were executed!
2060,story8,"The concourse was very great, notwithstanding these warnings."
2061,story8,"It was still greater at Fauntleroy's execution in eighteen twenty-four, when no less than one hundred thousand persons assembled, it was said."
2062,story8,Every window and roof which could command a view of the horrible performance was occupied.
2063,story8,"All the avenues and approaches, places even whence nothing whatever could be seen of the scaffold,"
2064,story8,were blocked by persons who had overflowed from the area in front of the jail.
2065,story8,"At Courvoisier's execution in eighteen forty it was the same, or worse."
2066,story8,As early as six a.m. the number assembled already exceeded that seen on ordinary occasions;
2067,story8,by seven a.m. the whole space was so thronged that it was impossible to move one way or the other.
2068,story8,"Some persons were kept for more than five hours standing against the barriers, and many nearly fainted from exhaustion."
2069,story8,Every window had its party of occupants; the adjoining roofs were equally crowded.
2070,story8,High prices were asked and paid for front seats or good standing room. As much as five pounds was given for the attic story
2071,story8,of the Lamb's Coffee House;
2072,story8,two pounds was a common price for a window.
2073,story8,"At the George public-house to the south of the drop, Sir W. Watkin Wynn, Baronet,"
2074,story8,"hired a room for the night and morning, which he and a large party of friends occupied before and during the execution;"
2075,story8,"in an adjoining house, that of an undertaker, was Lord Alfred Paget, also with several friends."
2076,story8,"Those who had hired apartments spent the night in them, keeping up their courage with liquids and cigars."
2077,story8,"Numbers of ladies were present, although the public feeling was much against their attendance."
2078,story8,"One well-dressed woman fell out of a first-floor window on to the shoulders of the crowd below, but neither she nor any one else was greatly hurt."
2079,story8,"The city authorities had endeavored to take all precautions against panic and excitement among the crowd,"
2080,story8,"and although one of these gave way owing to the extraordinary pressure, no serious accident occurred."
2081,story8,Some years later an eye-witness published a graphic account of one of these scenes.
2082,story8,"Soon after midnight on the Sunday night, for by this time the present practice of executing on Monday morning had been pretty generally introduced,"
2083,story8,the crowd began to congregate in and about the Old Bailey.
2084,story8,"Gin-shops and coffee-houses were the first to open doors, and touts began to bid for tenants for the various rooms upstairs."
2085,story8,"Cries of ""Comfortable room!"" ""Excellent situation!"" ""Beautiful prospect!"" ""Splendid view!"" resounded on every side."
2086,story8,By this time the workmen might be heard busily erecting the gallows;
2087,story8,the sounds of hammer and saw intermingled with the broad jeers and coarse jests of the rapidly increasing mob.
2088,story8,until presently the huge stage loomed dark above the crowd which was now ranged round the barriers;
2089,story8,"a throng of people whom neither rain, snow, storm, nor darkness ever hindered from attending the show."
2090,story8,They were mainly members of the criminal classes.
2091,story8,"their conversation was of companions and associates of former years, long ago imprisoned, transported, hanged, while they,"
2092,story8,"hoary-headed and hardened in guilt, were still at large."
2093,story8,They talked of the days when the convicts were hung up a dozen or more in a row;
2094,story8,"of those who had shown the white, and those who had died game."
2095,story8,"The approaching ceremony had evidently no terrors for these ""idolaters of the gallows."""
2096,story8,With them were younger men and women:
2097,story8,"the former already vowed to the same criminal career, and looking up to their elders with the respect due to successful practitioners;"
2098,story8,"the latter unsexed and brutalized by dissipation,"
2099,story8,"slipshod and slovenly, in crushed bonnet and dirty shawl, the gown fastened by a single hook,"
2100,story8,"Above the murmur and tumult of that noisy assembly, the lowing and bleating of cattle as they were driven into the stalls and pens of Smithfield"
2101,story8,fell with a strange unnatural sound upon the ear
2102,story8,"Hush! the unceasing murmur of the mob now breaks into a loud deep roar,"
2103,story8,"a sound as if the ocean had suddenly broken through some ancient boundary, against which its ever restless billows had for ages battered;"
2104,story8,the wide dark sea of heads is all at once in motion;
2105,story8,each wave seems trying to overleap the other as they are drawn onwards towards this outlet.
2106,story8,"Every link in that great human chain is shaken, along the whole lengthened line has the motion jarred, and each in turn sees,"
2107,story8,"coiled up on the floor of the scaffold like a serpent, the hangman's rope!"
2108,story8,"The human hand that placed it there was only seen for a moment,"
2109,story8,"as it lay, white and ghastly, upon the black boards, and then again was as suddenly withdrawn, as if ashamed of the deed it had done."
2110,story8,"The loud shout of the multitude once more subsided, or only fell upon the abstracted ear like the dreamy murmur of an ocean shell."
2111,story8,"Then followed sounds more distinct and audible, in which ginger-beer, pies, fried fish, sandwiches, and fruit"
2112,story8,"were vended under the names of notorious murderers, highwaymen, and criminals,"
2113,story8,"famous in the annals of Newgate for the hardihood they had displayed in the hour of execution, when they terminated their career of crime at the gallows."
2114,story8,"Threading his way among these itinerant vendors was seen the meek-faced deliverer of tracts, the man of good intentions, now bonneted,"
2115,story8,"now laughed at, the skirt of his seedy black coat torn across; yet,"
2116,story8,"though pulled right and left, or sent headlong into the crowd by the swing of some brutal and muscular arm,"
2117,story8,Never once from that pale face passed away its benign and patient expression.
2118,story8,"but ever the same form moved along in the fulfillment of his mission, in spite of all persecution."
2119,story8,Another fight followed the score which had already taken place; this time two women were the combatants.
2120,story8,"Blinded with their long hair, they tore at each other like two furies; their bonnets and caps were trodden underfoot in the kennel,"
2121,story8,"and lay disregarded beside the body of the poor dog which, while searching for its master in the crowd,"
2122,story8,was an hour before kicked to death by the savage and brutal mob.
2123,story8,"Another deep roar, louder than any which had preceded it, broke from the multitude."
2124,story8,Then came the cry of 'Hats off!' and 'Down in front!' as at a theatre.
2125,story8,It was followed by the deep and solemn booming of the death-bell from the church of St. Sepulchre
2126,story8,the iron knell that rang upon the beating heart of the living man who was about to die;
2127,story8,"and with blanched cheek, and sinking, we turned away from the scene."
2128,story8,In thus describing the saturnalia before the gallows I have been drawn on somewhat beyond the period with which I am at present dealing.
2129,story8,and of their demeanor after sentence until the last penalty was paid.
2130,story8,One of the worst evils was the terrible and long-protracted uncertainty as to the result.
2131,story8,"In the case of convicted murderers only was prompt punishment inflicted,"
2132,story8,and with them indeed this dispatch amounted to undue precipitancy.
2133,story8,"Forty-eight hours was the limit of time allowed to the unhappy man to make his peace, and during that time he was still kept on a bare allowance of bread and water."
2134,story8,"But the murderers formed only a small proportion of the total number sentenced to death, and for the rest there was a long period of anxious suspense,"
2135,story8,"although in the long run mercy generally prevailed, and very few capitally convicted for crimes less than murder actually suffered."
2136,story8,no less than four hundred and fifty-one sentences of death for capital crimes were passed at the Old Bailey;
2137,story8,"but of these three hundred and ninety-six were reversed by the king in council, and only fifty-two were really executed."
2138,story8,"Already the severity of our criminal code, and the number of capital felonies upon the statute book, had brought a reaction;"
2139,story8,"and while the courts adhered to the letter of the law, appeals were constantly made to the royal prerogative of mercy."
2140,story8,This was more particularly the practice in London.
2141,story8,Judges on assize were satisfied with simply recording a sentence of death against offenders whom they did not think deserved the extreme penalty.
2142,story8,At the Old Bailey almost every one capitally convicted by a jury was sentenced to be hanged.
2143,story8,"The result in the latter case was left in the first place to the king in council,"
2144,story8,"but there was a further appeal then, as now, to the king himself, or practically to the Home Secretary."
2145,story8,Neither in town or country were cases entirely taken on their own merits.
2146,story8,"Convicted offenders might have good or bad luck; they might be arraigned when their particular crime was uncommon, and were then nearly certain to escape;"
2147,story8,In this latter it might fairly be said that a man was put to death less for his own sins than for the crimes of others.
2148,story8,"The absurdity of the system, its irregularity and cruelty, were fully touched upon by the inspectors of prisons in their first report."
2149,story8,"They found at Newgate, under disgraceful conditions as already described,"
2150,story8,"seventeen capital convicts, upon all of whom the sentence of death had been passed. Eventually two only of the whole number suffered;"
2151,story8,"two others were sentenced to three months' imprisonment, and the balance to varying terms."
2152,story8,Nothing could be more strongly marked than the contrast between the ultimate destiny of different individuals all abiding the same awful doom:
2153,story8,"on the one hand the gallows, on the other a short imprisonment."
2154,story8,"The inspectors very properly desired to call attention to the inevitable tendency in this mode of dealing with ""the most awful sanctions of the law,"""
2155,story8,to make those sanctions an object of contemptuous mockery.
2156,story8,The consequences were plainly proved to the inspectors.
2157,story8,"Capitally convicted prisoners did, as a matter of fact, ""treat with habitual and inexpressible levity the sentence of death."""
2158,story8,Of this I have treated at length in the last chapter.
2159,story8,"The time thus spent varied considerably,"
2160,story8,but it was seldom less than six weeks. It all depended upon the sovereign's disposition to do business.
2161,story8,"Sometimes the Privy Council did not meet for months, and during all that time the convicts languished with hope"
2162,story8,"When the council had decided, the news was conveyed to Newgate by the Recorder, who made his ""report,"" as it was called."
2163,story8,"The time of the arrival of this report was generally known at Newgate,"
2164,story8,and its contents were anxiously awaited by both convicts in the press-yard and their friends collected in a crowd outside the gates.
2165,story8,Sometimes the report was delayed.
2166,story8,"On one occasion, Mr. Wakefield tells us, the Recorder, who had attended the council at Windsor, did not deliver the report till the following day."
2167,story8,"The prisoners and their friends, therefore, were kept in a state of the most violent suspense for many hours,"
2168,story8,"during which they counted the moments -- the prisoners in their cells as usual, and their friends in the street in front of Newgate, where they passed the night."
2169,story8,"I have heard the protracted agony of both classes described by those who witnessed it in terms so strong, that I am unwilling to repeat them."
2170,story8,"The crowd of men and women who passed the night in front of Newgate, began, as soon as the hour was passed when they had expected the report,"
2171,story8,"to utter imprecations against the Recorder, the Secretary of State, the Council, and the King;"
2172,story8,they never ceased cursing until the passion of anger so excited was exchanged for joy in some and grief in others.
2173,story8,"I myself heard more than one of those whose lives were spared by that decision of the council,"
2174,story8,The Recorder's report generally reached Newgate late at night.
2175,story8,"Its receipt was immediately followed by the promulgation of its contents to the persons most closely concerned,"
2176,story8,which was done with a sort of ceremony intended to be impressive.
2177,story8,"The whole of the convicts were assembled together in one ward, and made to kneel down."
2178,story8,"To them entered the chaplain or ordinary of Newgate in full canonicals,"
2179,story8,who in solemn tones communicated to each in turn the fate in store for him.
2180,story8,The form of imparting the intelligence was generally the same.
2181,story8,"""So-and-so, I am sorry to tell you that it is all against you;"" or,"
2182,story8,"""A. B., your case has been taken into consideration by the king in council, and His Majesty has been mercifully pleased to spare your life."""
2183,story8,The fatal news was not always received in the same way.
2184,story8,The men who were doomed often fell down in convulsions upon the floor.
2185,story8,"Sometimes any who had had a narrow escape fainted, but the bulk of those respited looked on with unfeeling indifference."
2186,story9,"The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section twelve: Executions, part two."
2187,story9,It is satisfactory to be able to record that some consideration was shown the capital convict actually awaiting execution.
2188,story9,"Even so severe a critic as Mr. Wakefield states that ""a stranger to the scene"
2189,story9,"would be astonished to observe the peculiar tenderness, I was going to add respect,"
2190,story9,which persons under sentence of death obtain from all the officers of the prison.
2191,story9,Before sentence a prisoner has only to observe the regulations of the jail in order to remain neglected and unnoticed.
2192,story9,"Once ordered to the cells, friends of all classes suddenly rise up; his fellow-prisoners, the turnkeys, the chaplain,"
2193,story9,"the keepers, and the sheriffs all seem interested in his fate, and he can make no reasonable request that is not at once granted by whomsoever he may address."
2194,story9,"This rule has some, but very few, exceptions; such as where a hardened offender behaves with great levity and brutality, as if he cared nought for his life,"
2195,story9,and thought every one anxious to promote his death.
2196,story9,"Mr. Wakefield goes on to remark that persons convicted of forgery ""excited an extraordinary degree of interest in all who approached them."""
2197,story9,"This was noticeable with Fauntleroy, who, on account of his birth and antecedents, was allowed to occupy a turnkey's room,"
2198,story9,and kept altogether separate from the other prisoners until the day of his death.
2199,story9,"It cannot be denied, however, that the ordinary's treatment was somewhat unfeeling, and in proof thereof"
2200,story9,I will quote an extract from the reverend gentleman's own journal.
2201,story9,"He seems to have improved the occasion when preaching the condemned sermon before Fauntleroy, by pointing a moral from that unhappy man's own case."
2202,story9,"For this the chaplain was a few days later summoned before the jail committee of aldermen,"
2203,story9,"and informed that the public would not in future be admitted to hear the condemned sermon. ""I was also informed,"" writes Mr. Cotton,"
2204,story9,"that this resolution was in consequence of their (the aldermen's) disapproving of the last discourse delivered by me,"
2205,story9,previous to the execution of Henry Fauntleroy for uttering a forged security
2206,story9,"in which it was said I had enlarged upon the heinous nature of his crime, and warned the public to avoid such conduct."
2207,story9,"I was informed that this unnecessarily harassed his feelings, and that the object of such sermons was solely to console the prisoner,"
2208,story9,and that from the time of his conviction nothing but what is consolatory should be addressed to a criminal.
2209,story9,"One of the aldermen, moreover, informed me that the whole court of aldermen were unanimous in their opinion on this subject."
2210,story9,"As to the exclusion of strangers on these occasions,"
2211,story9,"the experience I have had convinces me that one, and perhaps the only, good of an execution, i. e. the solemn admonition to the public,"
2212,story9,will thereby be lost.
2213,story9,Probably the reader will side with the aldermen against the ordinary.
2214,story9,This episode throws some doubt upon the tenderness and proper feeling exhibited by the chaplain towards the most deserving members of his criminal flock;
2215,story9,and the idea will be strengthened by the following account of the Sunday service in the prison chapel on the occasion when the condemned sermon was preached.
2216,story9,"The extract is from Mr. E. Gibbon Wakefield's brochure, the date eighteen twenty-eight, just three years after Fauntleroy's death."
2217,story9,"Strangers were now excluded, but the sheriffs attended in state, wearing their gold chains,"
2218,story9,while behind their pew stood a couple of tall footmen in state liveries.
2219,story9,The sheriffs were in one gallery;
2220,story9,in the other opposite were the convicts capitally convicted who had been respited.
2221,story9,Down below between the galleries was the mass of the prison population;
2222,story9,"In the center of the chapel was the condemned pew, a large dock-like erection painted black."
2223,story9,"Those who sat in it were visible to the whole congregation, and still more to the ordinary,"
2224,story9,"whose desk and pulpit were just in front of the condemned pew, and within a couple of yards of it."
2225,story9,Upon the occasion which I am describing they were four in number; and here I will continue the narrative in Mr. Wakefield's own words:
2226,story9,"First is a youth of eighteen, condemned for stealing in a dwelling-house goods valued above five pounds."
2227,story9,His features have no felonious cast;
2228,story9,"he steps boldly with head upright, looks to the women's gallery, and smiles. His intention is to pass for a brave fellow,"
2229,story9,"but the attempt fails; he trembles, his knees knock together, and his head droops as he enters the condemned pew."
2230,story9,The next convict is clearly and unmistakably a villain.
2231,story9,"He is a hardened offender, previously cast for life, reprieved, transported to Australia, and since returned without pardon."
2232,story9,For this offense the punishment is death.
2233,story9,"He has, however, doubly earned his sentence, and is actually condemned for burglary committed since his arrival in England."
2234,story9,His look at the sheriffs and the ordinary is full of scorn and defiance.
2235,story9,"The third convict is a sheep-stealer, a poor ignorant fellow in whose crime are mitigating circumstances,"
2236,story9,"but who is left to die on the supposition that this is not his first conviction, and still more because a good many sheep have of late been stolen by other people."
2237,story9,He is quite content to die;
2238,story9,"indeed the chaplain and others have brought him firmly to believe that his situation is enviable, and that the gates of heaven are open to receive him."
2239,story9,"The last of the four is said to have been a clergyman of the Church of England, condemned for forgery, ""a miserable old man in a tattered suit of black."
2240,story9,Already he is half dead.
2241,story9,Great efforts have been made to save his life.
2242,story9,"Friends, even utter strangers, have interceded for him, and to the last he has buoyed himself up by hope of reprieve."
2243,story9,"Now his doom is sealed irrevocably, and he has given himself up to despair."
2244,story9,buries his head under his body.
2245,story9,"The sheriffs shudder, their inquisitive friends crane forward, the keeper frowns on the excited congregation,"
2246,story9,"the lately smirking footmen close their eyes and forget their liveries, the ordinary clasps his hands, the turnkeys cry 'Hush!'"
2247,story9,"and the old clerk lifts up his cracked voice, saying, 'Let us sing to the praise and glory of God.'"
2248,story9,"The morning hymn is sung first, as if to remind the condemned that next morning at eight a.m. they are to die."
2249,story9,The service proceeds. At last the burial service is reached.
2250,story9,"The youth alone is able to read, but from long want of practice he is at a loss to find the place in his prayer-book."
2251,story9,"The ordinary observes him, looks to the sheriffs, and says aloud, 'The service for the dead!'"
2252,story9,The youth's hands tremble as they hold the book upside down.
2253,story9,The burglar is heard to mutter an angry oath.
2254,story9,"The sheep-stealer smiles, and, extending his arms upwards, looks with a glad expression to the roof of the chapel."
2255,story9,The forger has never moved.
2256,story9,"All have sung 'the Lamentation of a Sinner,' and have seemed to pray 'especially for those now awaiting the awful execution of the law.'"
2257,story9,"The ordinary of Newgate is an orthodox, unaffected, Church of England divine,"
2258,story9,"who preaches plain, homely discourses, as fit as any religious discourse can be fit for the irritated audience."
2259,story9,"The sermon of this day, whether eloquent or plain, useful or useless, must produce a striking effect at the moment of its delivery."
2260,story9,"The text, without another word, is enough to raise the wildest passions of the audience"
2261,story9,"For a while the preacher addresses himself to the congregation at large, who listen attentively"
2262,story9,"except the clergyman and the burglar, the former of whom is still rolled up at the bottom of the condemned pew,"
2263,story9,"while the eyes of the latter are wandering round the chapel, and one of them is occasionally winked impudently at some acquaintance amongst the prisoners for trial."
2264,story9,"'Now for you, my poor fellow mortals, who are about to suffer the last penalty of the law.'"
2265,story9,But why should I repeat the whole?
2266,story9,"It is enough to say that in the same solemn tone he talks about the minutest of crimes, punishments, bonds, shame,"
2267,story9,"ignominy, sorrow, sufferings, wretchedness, pangs,"
2268,story9,"childless parents, widows and helpless orphans, broken and contrite hearts, and death tomorrow morning for the benefit of society."
2269,story9,The dying men are dreadfully agitated.
2270,story9,"The young stealer in a dwelling-house no longer has the least pretense to bravery. He grasps the back of the pew,"
2271,story9,"his legs give way, he utters a faint groan, and sinks on the floor."
2272,story9,"Why does no one stir to help him? Where would be the use? The hardened burglar moves not, nor does he speak;"
2273,story9,"but his face is of an ashy paleness; and if you look carefully you may see the blood trickling from his lip,"
2274,story9,"which he has bitten unconsciously, or from rage, or to rouse his fainting courage."
2275,story9,The poor sheep-stealer is in a frenzy.
2276,story9,"He throws his hands far from him, and shouts aloud, 'Mercy, good Lord! mercy is all I ask. The Lord in His mercy come!"
2277,story9,There! there! I see the Lamb of God! Oh! how happy! Oh! this is happy!
2278,story9,"Meanwhile the clergyman, still bent into the form of a sleeping dog,"
2279,story9,"struggles violently; his feet, legs, hands, and arms, even the muscles of his back,"
2280,story9,"move with a quick, jerking motion, not naturally, but, as it were, like the affected parts of a galvanized corpse."
2281,story9,"Suddenly he utters a short sharp scream, and all is still."
2282,story9,"The silence is short. As the ordinary proceeds 'to conclude,'"
2283,story9,"the women set up a yell, which is mixed with a rustling noise, occasioned by the removal of those whose hysterics have ended in fainting."
2284,story9,"The sheriffs cover their faces, and one of their inquisitive friends blows his nose with his glove."
2285,story9,The children round the communion-table stare and gape with childish wonder.
2286,story9,"The two masses of prisoners for trial undulate and slightly murmur,"
2287,story9,while the capital convicts who were lately in that black pew appear faint with emotion.
2288,story9,"This exhibition lasts for some minutes, and then the congregation disperses,"
2289,story9,"the condemned returning to the cells: the forger carried by turnkeys; the youth sobbing aloud convulsively, as a passionate child;"
2290,story9,"the burglar muttering curses and savage expressions of defiance; whilst the poor sheep-stealer shakes hands with the turnkeys,"
2291,story9,"whistles merrily, and points upwards with madness in his look."
2292,story9,"He says, ""On the day of execution there is no service in the chapel of Newgate."
2293,story9,"On the following day the capital convicts, whose companions have been hanged, are required to return thanks for their narrow escape."
2294,story9,"The firmest disbeliever in religion, if he had not lately been irritated by taking part in such a scene as the condemned service in Newgate,"
2295,story9,"could hardly witness this ceremony without being affected. The men, who were so lately snatched from the jaws of death,"
2296,story9,"kneel, whilst the rest of the congregation sit, and the ordinary, in a tone of peculiar solemnity, says,"
2297,story9,"Almighty God, Father of all mercies, we thine unworthy servants do give thee most humble and hearty thanks"
