ID,story,text,V_pred,A_pred
28750,story8,your courage will be higher when you're drunk.,0.44336456,0.26653808
28751,story8,"Sit yourself down again, and drink another bout;",0.35462093,0.45027974
28752,story8,however stout!,0.32730356,0.45982593
28753,story8,"The squire to this responded not a word,",0.3208905,0.55206
28754,story8,out of his duty for the worthy king;,0.308541,0.53681105
28755,story8,ne'er hold that biting tongue until I've driven thee from out my court?,0.14927426,0.83259004
28756,story8,"What has emboldened thee to speak thus vilely,",0.10558051,0.8643761
28757,story8,and to a stranger who a suit prefers?,0.13383381,0.8356781
28758,story8,"""My lord,""",0.302964,0.5946624
28759,story8,"the squire said,",0.28779966,0.5713904
28760,story8,pray let him have his say;,0.273252,0.547253
28761,story8,for which I will a noble vengeance seek.,0.18857409,0.76570404
28762,story8,"Let me rather have a suit of arms,",0.34116602,0.43644178
28763,story8,to follow him who now has issued hence;,0.29286897,0.4771045
28764,story8,for I do feel I shall not eat at ease till he and I have met in deadly fight.,0.12809,0.76931113
28765,story8,The monarch courteously replied:,0.5107205,0.27306747
28766,story8,"My friend,",0.54764575,0.28569254
28767,story8,"I willingly will give thee steed,",0.5393607,0.2535336
28768,story8,But thou art all too young to fight with him who now has left this hall.,0.47319248,0.17427759
28769,story8,or touch him in the field.,0.41902408,0.26040903
28770,story8,"Leave, then, this care to others;",0.39213908,0.2666494
28771,story8,I should grieve to lose at once so stout and brave a squire.,0.24828875,0.3322434
28772,story8,"and call me brave,",0.22257215,0.43425527
28773,story8,gone are his lustre and his courtesy.,0.15026991,0.42750058
28774,story8,The monarch answered:,0.47155452,0.2626175
28775,story8,"a fine and tempered shield,",0.49642563,0.26715612
28776,story8,"the sharp-edged sword,",0.49829566,0.2740506
28777,story8,"when they brought the arms and horse,",0.48261958,0.26312828
28778,story8,"he buckled his right spur,",0.52332675,0.28872874
28779,story8,"girded his sword upon the youth's left flank,",0.52583873,0.29138395
28780,story8,"and having kissed him gently on the mouth,",0.7205842,0.47733474
28781,story8,he asked of him his name.,0.66237986,0.40770012
28782,story8,"on hearing him speak thus,",0.71246594,0.5262683
28783,story8,while tears were in his eye:,0.7140665,0.5500129
28784,story8,A brave knight and a learned: never had he superior in arms.,0.72350556,0.5399788
28785,story8,"An archer pierced his heart with a steel bolt,",0.23651847,0.2652088
28786,story8,while he a keep held out on my domain in Normandy.,0.28231192,0.24571638
28787,story8,"The young knight placed his hand upon the bow,",0.48541364,0.2828552
28788,story8,"all armed as he then stood,",0.48836726,0.27018788
28789,story8,without the use of stirrup;,0.44548267,0.25896043
28790,story8,"then called he for his shield and lance,",0.46626526,0.2815884
28791,story8,"consigned the king to God,",0.4654172,0.3143359
28792,story8,"and having taken leave of all the rest,",0.5047713,0.3246584
28793,story8,"which was fleet and fair to view,",0.47188717,0.3610012
28794,story8,started off like an arrow from its bow.,0.5316063,0.2963567
28795,story8,and therefore cried aloud to two men on the way:,0.4588086,0.25586492
28796,story8,"Good fellows,",0.44119844,0.2800872
28797,story8,"if you can,",0.45553166,0.2678432
28798,story8,tell me the road just taken by the lord who left the castle yonder even now.,0.42551544,0.28293744
28799,story8,One of those men replied:,0.4653527,0.20131856
28800,story8,"""Speak you of him whose armour was so bright?""",0.46110624,0.17480133
28801,story8,"""The same,""",0.45556608,0.26500604
28802,story8,"he cannot flee so far, or sink so deep, but I will reach him.",0.45933795,0.38415498
28803,story8,"I'll seek him the world through,",0.3713019,0.47699556
28804,story8,"where land and sea are found,",0.34333673,0.50333744
28805,story8,and will discover his retreat even beneath the earth!,0.29045177,0.58310574
28806,story8,"and spurring,",0.3859144,0.3710346
28807,story8,"Putting his horse into an ambling pace,",0.43241465,0.3007845
28808,story8,he rode on all that day without a town or castle being met.,0.43739355,0.23251136
28809,story8,"At eventide he still continued on,",0.42216218,0.24924587
28810,story8,"when a loud cry,",0.18312642,0.7218477
28811,story8,suddenly rose from out the heavy shade.,0.17753509,0.7073997
28812,story8,"Who are ye, lords, who at this hour do fight?",0.21508868,0.65712047
28813,story8,But no one replied;,0.3896646,0.35785288
28814,story8,"as fits a bold and venturous man,",0.41923723,0.3241483
28815,story8,"he reached the place whence came the clashing noise,",0.37757078,0.30357897
28816,story8,the fight was over and the din had ceased.,0.35673723,0.38035735
28817,story8,"Whilst then he listened,",0.37799934,0.404869
28818,story8,"and at the silence wondering,",0.3453237,0.47871068
28819,story8,there rose from out the shade deep sighs and moans;,0.21312714,0.591003
28820,story8,"stooping forward,",0.24061145,0.56371295
28821,story8,"he exclaimed,",0.22930558,0.60858554
28822,story8,thou hast been so sorely used.,0.16065657,0.58608073
28823,story8,his arms grew stiff;,0.17195134,0.57414913
28824,story8,"and, with two fearful groans, he yielded up the ghost.",0.09080676,0.61150753
28825,story8,"it grieves me not to know thy slayer,",0.12684214,0.52180177
28826,story8,"but if I can, I even will learn why and by whose hand.",0.134717,0.5465336
28827,story8,"He then departed,",0.33958346,0.38641983
28828,story8,"and resumed his way,",0.37277663,0.36058363
28829,story8,"now on the trot and now at ambling pace,",0.3836114,0.3397298
28830,story8,stopping at intervals to bend his ear and give a look around.,0.40012303,0.30601746
28831,story8,For some time nothing met his ear or eye;,0.34365317,0.3204655
28832,story8,"after having ridden for a space,",0.34583077,0.3468756
28833,story8,"it seemed as though the thunder vexed the air,",0.3003898,0.42860526
28834,story8,"his lance in rest prepared,",0.31339544,0.43810964
28835,story8,"he spurred with ardour on,",0.31581742,0.4952389
28836,story8,"in his mood,",0.31735507,0.48572
28837,story8,"but to behold,",0.13333018,0.6679797
28838,story8,"stretched stiff upon the ground,",0.11167422,0.6966701
28839,story8,"but, seeing no life was there, exclaimed with grief:",0.04001649,0.5826534
28840,story8,Heaven!,0.049047053,0.5447564
28841,story8,Full of impatience he resumed his course;,0.12422038,0.57036686
28842,story8,"and when he far had ridden,",0.13759717,0.52519727
28843,story8,"lit upon another knight,",0.118975006,0.52854985
28844,story8,whose body was so shattered with his hurts that blood and life were oozing fast away.,0.07698441,0.45623684
28845,story8,"Moved deeply at his cries and sad laments,",0.090710275,0.40083632
28846,story8,"and kindly asked what hand had dealt such measure to himself and the two others slain,",0.092807986,0.35458952
28847,story8,and which side was moreover in the wrong?,0.13277714,0.32550126
28848,story8,"the wounded man made answer with a sigh,",0.20914239,0.2969454
28849,story8,I will explain to you the simple truth.,0.2229316,0.23641694
28850,story8,"who has reduced us to the state you see,",0.0771759,0.36342537
28851,story8,to feed his pride.,0.091242716,0.3714968
28852,story8,"This knight is known so quarrelsome and fierce,",0.27214542,0.33714816
28853,story8,"""was he wrong in this?""",0.2842087,0.29917684
28854,story8,"with Heaven's help,",0.299942,0.5263853
28855,story8,"I and my friends were going to our rest,",0.27928594,0.5198967
28856,story8,and bade us high defiance.,0.21800262,0.61136246
28857,story8,"so merciless beside,",0.235763,0.70569897
28858,story8,"seeing him not, the bridge was lowered, and at once was passed.",0.23584084,0.70591307
28859,story8,"He, having drawn us far upon the road, -",0.28153458,0.51657313
28860,story8,"the better for the treacherous ends he had, -",0.234239,0.57655406
28861,story8,"suddenly stopped,",0.21183333,0.6957244
28862,story8,stretched him dead upon the earth.,0.13762817,0.7447653
28863,story8,"but he with threatening words pursued us close,",0.13416304,0.8512028
28864,story8,slew him with a blow.,0.13056123,0.84689224
28865,story8,"He then his rage concentrated on me,",0.094133966,0.88943565
28866,story8,"and with such fierceness,",0.09892763,0.88508594
28867,story8,"I missed my aim,",0.15469605,0.85119927
28868,story8,the lance just glancing from his shield;,0.13436908,0.868158
28869,story8,"but he with one stroke bore me from my horse,",0.06857242,0.8877524
28870,story8,"good faith,",0.093821295,0.86253357
28871,story8,"This, my good lord, is how the thing hath happed.",0.23958214,0.40254802
28872,story8,"""the road he took, and where he may be met?""",0.38684577,0.23406827
28873,story8,"My lord, I cannot tell;",0.39543644,0.25259104
28874,story8,but little do I doubt that you will find him earlier than you wish.,0.39574018,0.25446975
28875,story8,"no, by my troth;",0.33298826,0.4097325
28876,story8,"nay more, I will but follow him the closer up;",0.2994072,0.4543112
28877,story8,"we part not,",0.26458794,0.5169381
28878,story8,without a struggle;,0.2521864,0.53327197
28879,story8,"the stronger arm,",0.22847247,0.5328478
28880,story8,or wield the better sword.,0.21414965,0.552379
28881,story8,the latter prayed him to pass by his keep and send him aid from thence.,0.35128623,0.32054606
28882,story8,"""I will not fail,""",0.5019943,0.26046246
28883,story8,"and after some brief space he saw high towers and two squires well armed,",0.47665417,0.24737456
28884,story8,who mounted guard before a raised drawbridge.,0.4743274,0.23152187
28885,story8,"he exclaimed to them,",0.55082744,0.5315761
28886,story8,"""God save you both!""",0.66154736,0.67898905
28887,story8,"""And you, my lord, from every harm,""",0.4858528,0.5141225
28888,story8,"""I have sad message for you,""",0.14110671,0.3903378
28889,story8,and bad news.,0.10024054,0.3757184
28890,story8,Your lord is lying yonder sorely hurt;,0.06058397,0.44904298
28891,story8,and his two comrades are both slain.,0.047251794,0.45044845
28892,story8,"So hasten to your lord, who wants your help.",0.10057632,0.43502247
28893,story8,"He then commended them to God, and parted in all haste.",0.2396933,0.36436322
28894,story8,until he reached a valley deep and dark.,0.23061344,0.38406563
28895,story8,"There he beheld the blaze of a great fire,",0.30985108,0.36388847
28896,story8,round which were met a numerous company.,0.31611493,0.32966176
28897,story8,"for truly counted he on fighting both, -",0.29953092,0.38867286
28898,story8,"he straightway rode to where the fire was,",0.29942268,0.38762155
28899,story8,Lords in rich vestments roasted a wild-boar;,0.32193607,0.40118453
28900,story8,"meanwhile, by dwarfs, stunted and out of shape, the spit was turned.",0.33440176,0.3749272
28901,story8,"""Friend,""",0.49624494,0.44074667
28902,story8,"exclaimed one in answer,",0.48379955,0.4368633
28903,story8,"""Friend,""",0.48407382,0.45991233
28904,story8,"said the knight with courtesy,",0.39371455,0.44487682
28905,story8,"from hence depart, and that with greatest speed;",0.22295493,0.6014717
28906,story8,I would not give a denier for your life.,0.23035921,0.5028462
28907,story8,"He is so valiant and so stout of limb,",0.42204124,0.29011187
28908,story8,that never yet hath he encountered foe who could make head against him.,0.42080662,0.2475887
28909,story8,"All these you see around are knights of proof,",0.34403878,0.30914587
28910,story8,and can meet sturdy blows;,0.3410356,0.31224674
28911,story8,and we are forced to follow him on foot wherever choice or venture leads him on.,0.34821424,0.2939027
28912,story8,so I advise you to depart at once.,0.20985167,0.4905208
28913,story8,"""Not so, indeed,""",0.23576915,0.6725228
28914,story8,I came not here to flee.,0.25979316,0.621533
28915,story8,"Before I turn my face,",0.30073997,0.45928505
28916,story8,"my shield shall be destroyed,",0.23791158,0.5183063
28917,story8,and my arm so bruised it cannot wield a blade.,0.19448246,0.5239413
28918,story8,"Whilst thus they held discourse,",0.37536904,0.30583882
28919,story8,cried aloud:,0.31238124,0.45774168
28920,story8,"""who use such pleasant words?""",0.31114236,0.60708153
28921,story8,Thou shalt know that anon.,0.34734356,0.3464462
28922,story8,"I am, indeed.",0.37144333,0.31588244
28923,story8,"""And for what end hast thou thus sought me out?""",0.34242922,0.3869562
28924,story8,which act I take to be a sin and wrong.,0.18520632,0.6582675
28925,story8,And is it for this that thou art hither come?,0.24637252,0.5337295
28926,story8,"Thou wouldst have better done to stay behind,",0.18474118,0.623626
28927,story8,"thou shalt this instant lose that head of thine,",0.086509824,0.8521273
28928,story8,or follow me on foot like yonder knights who patter humbly at my horse's heels.,0.13400051,0.77982754
28929,story8,"up to me thy shield,",0.2108575,0.6501323
28930,story8,then ran they at each other with their utmost speed.,0.18240447,0.71507525
28931,story8,"and with such mighty strength,",0.2503239,0.7258389
28932,story8,"that through the riven metal went the lance,",0.22996315,0.7529972
28933,story8,"and with so just an aim,",0.26247144,0.7690473
28934,story8,"he lost at once his stirrups and his seat,",0.22078003,0.81492436
28935,story8,"He rose again full quickly,",0.19174235,0.8303596
28936,story8,"pale with rage,",0.08656131,0.92067575
28937,story8,"The latter,",0.15025178,0.82718825
28938,story8,"wishing his good horse to spare,",0.17126872,0.79135394
28939,story8,at once leapt on the sod and raised his shield.,0.18092933,0.78190994
28940,story8,"in his fierce rage,",0.12028358,0.88080543
28941,story8,"brandished his sword with both his hands,",0.14480437,0.8726989
28942,story8,and made it thunder down with such effect the shield was cloven to the arm.,0.12946236,0.8926279
28943,story8,thou dost covet this poor shield;,0.122333564,0.8862386
28944,story8,"still, if naught stay me, it shall cost thee dear.",0.0916959,0.9217825
28945,story8,"Suiting to such words the act,",0.3139758,0.52557594
28946,story8,that fire issued therefrom.,0.2615246,0.5741841
28947,story8,"full half a palm of mail,",0.23739995,0.7190836
28948,story8,"and the left spur,",0.21838884,0.75379795
28949,story8,which was cut through as the blade reached the ground.,0.20867237,0.78808135
28950,story8,"Wondering at the vigour of his dreadful foe,",0.29343203,0.7678513
28951,story8,struck a second time his burnished helm;,0.2783431,0.78493
28952,story8,"and with such force,",0.28819337,0.80273
28953,story8,"his sword in twain was broken,",0.28634652,0.8153239
28954,story8,yet left it not upon the trusty steel even the slightest dent.,0.31064567,0.76498765
28955,story8,"""Heaven!""",0.18948798,0.8562418
28956,story8,whereon my blade hath spent itself in vain!,0.17686048,0.804311
28957,story8,"flew straight towards him,",0.22372113,0.7555076
28958,story8,smashing the visor as the blow came down.,0.220565,0.7433661
28959,story8,"which that fell stroke for aye destroyed,",0.34588537,0.5030148
28960,story8,the combat had been done.,0.33768082,0.50859064
28961,story8,thou dost press me sore;,0.19201533,0.7235933
28962,story8,"strike as I will upon that helm of thine, I cannot crack its shell.",0.17497523,0.74034595
28963,story8,"As thus he spoke,",0.26180133,0.6055516
28964,story8,he launched a desperate blow with what was left him of his blade;,0.18195279,0.7732529
28965,story8,for the time deprived him both of sight and sound.,0.20412034,0.73497707
28966,story8,"With dizzy eye and tottering step,",0.21520193,0.6932548
28967,story8,"whom he would have cloven to the heel had he received the blow,",0.18642761,0.77422667
28968,story8,"let fall his sword with such unbounded rage,",0.1644873,0.8251525
28969,story8,and buried half its blade.,0.16453427,0.8178256
28970,story8,"Before he could withdraw it,",0.2539278,0.6913287
28971,story8,"casting aside the battered shield and broken sword,",0.24462807,0.76977015
28972,story8,"and that with such good-will,",0.23691252,0.77480483
28973,story8,his very ribs were heard to crack within.,0.17776696,0.80640346
28974,story8,"To cast him to the ground,",0.3445198,0.6391581
28975,story8,"undo his helm,",0.4044328,0.5795879
28976,story8,"and seize his sword to strike off his foe's head,",0.34873736,0.629538
28977,story8,were but an instant's work.,0.39889944,0.51373357
28978,story8,I own that thou hast vanquished me.,0.3608792,0.5974694
28979,story8,"""Thou shalt have mercy,""",0.47699106,0.45798606
28980,story8,"It shall be done most willingly, my lord;",0.5154799,0.45262578
28981,story8,thou canst not ask a thing I will not do.,0.4946748,0.41204458
28982,story8,"""In the first place,""",0.41628844,0.35623106
28983,story8,"thou shalt go and yield thyself a captive to King Arthur,",0.37187925,0.4633793
28984,story8,"with all these knights,",0.36840138,0.45979613
28985,story8,"""I will do so full willingly, by Heaven!""",0.53781945,0.59745723
28986,story8,give to me thine arms;,0.3910987,0.36836
28987,story8,for mine have been all hacked and hewed by thee.,0.34130266,0.35604474
28988,story8,"Agreed, my lord.",0.4906988,0.3088566
28989,story8,Give me your hand: the bargain shall be kept;,0.50103205,0.2611427
28990,story8,"and well can I aver,",0.5022038,0.28567773
28991,story8,"without a lie,",0.5229581,0.29375792
28992,story8,no lance can dim this shield or pierce this mail;,0.5867376,0.33468747
28993,story8,"and for this sword,",0.5978817,0.37470937
28994,story8,"so hard is it of temper,",0.5856774,0.33918598
28995,story8,iron nor bronze nor steel resists its edge.,0.54661846,0.30323112
28996,story8,"They were two score in number,",0.49160787,0.22371277
28997,story8,"all of price and lofty lineage,",0.5035329,0.23923732
28998,story8,"who addressed him,",0.48282403,0.21058808
28999,story8,"This said, he ordered that his horse be led;",0.50092274,0.20859295
29000,story8,yet he stayed neither to eat nor take the least repose:,0.5204904,0.22870295
29001,story8,"he took his leave,",0.5215851,0.2387441
29002,story8,and wandered on his way.,0.50472087,0.22527857
29003,story8,The day came on both clear and beautiful;,0.6390249,0.3741247
29004,story8,"went straight upon his road,",0.6111031,0.35902143
29005,story8,and to each knight restored both horse and arms.,0.642152,0.36558455
29006,story8,"That evening he set out for Arthur's court,",0.5447199,0.2867297
29007,story8,"as the king was seated with his lords,",0.56715155,0.30909038
29008,story8,"who told of acts of lofty prowess done,",0.56100374,0.29668838
29009,story8,"Having alighted at the palace-gates,",0.5714436,0.2956877
29010,story8,they soon were led before the worthy king;,0.59238684,0.34081522
29011,story8,"when,",0.5954638,0.38108888
29012,story8,"kneeling at his feet,",0.61801255,0.41612172
29013,story8,"may that high King who made and fashioned all things,",0.6488378,0.48141244
29014,story8,"the Lord of every sovereign,",0.5908699,0.44049764
29015,story8,now save us in your company!,0.560585,0.4157112
29016,story8,"the king replied,",0.6800686,0.47297376
29017,story8,"God save you, and your friends beside!",0.7178126,0.5331986
29018,story8,"Who are ye, and what come ye here to seek?",0.44002146,0.25723788
29019,story8,"My lord, I will recount you the whole truth:",0.3664415,0.25394297
29020,story8,"to proclaim ourselves your captives,",0.34613425,0.31593466
29021,story8,and submit to your just law.,0.36452088,0.26126868
29022,story8,"whom I had captured one by one,",0.3365348,0.33854952
29023,story8,"and who were bound to follow me on foot,",0.3342969,0.3477678
29024,story8,for they had mercy only on such terms;,0.3225564,0.32742175
29025,story8,now he hath conquered me by force of arms.,0.27014804,0.33384243
29026,story8,"asked the king,",0.40694675,0.28576624
29027,story8,"say,",0.4284574,0.28075954
29028,story8,was he well in health?,0.49239093,0.28646907
29029,story8,"arise to-morrow's sun,",0.6066983,0.4208059
29030,story8,and full of fire.,0.57734007,0.3665767
29031,story8,He would not even tarry to break bread;,0.4675229,0.23704116
29032,story8,He now is on his track;,0.46030462,0.2639927
29033,story8,or one more strong in arms.,0.46763262,0.2574293
29034,story8,"I speak from proof, who dearly know his force.",0.48888108,0.25719222
29035,story8,"cried Arthur, as he clasped his hands,",0.3342845,0.4687712
29036,story8,"Already is he known a doughty knight,",0.45348346,0.3689834
29037,story8,yet neither spied nor heard he living man to give him tidings.,0.37926722,0.3830032
29038,story8,"The sun had now become intensely hot,",0.41341904,0.3015251
29039,story8,and hardly could he bear its burning ray;,0.36165506,0.30915487
29040,story8,"he still progressed,",0.3627899,0.29887486
29041,story8,"As he pressed hotly on,",0.3479285,0.30310598
29042,story8,"Thinking a knight perchance was resting near,",0.38927677,0.26206923
29043,story8,and galloped towards the spot.,0.36691266,0.2659067
29044,story8,"When he had reached the bottom of the hill,",0.39353988,0.31687948
29045,story8,and walked to the high tree;,0.3830592,0.33610794
29046,story8,"to his great surprise,",0.53061867,0.6398768
29047,story8,"no soul was there,",0.46364173,0.6574745
29048,story8,With wonder then -,0.6959959,0.66551036
29049,story8,"the point of which like virgin silver shone,",0.7713717,0.67076796
29050,story8,should there be placed -,0.800087,0.6919121
29051,story8,"he took it down,",0.77108663,0.6486864
29052,story8,"and his own resting gainst the mossy trunk,",0.7740882,0.63245124
29053,story8,"handled and brandished this new dainty lance,",0.8325015,0.67187417
29054,story8,which he discovered to be good as fair.,0.82555145,0.6471586
29055,story8,"""Good faith,""",0.4123549,0.63907295
29056,story8,"Whilst making this exchange,",0.3479552,0.5026549
29057,story8,"Stunted and broad and fat,",0.21234505,0.583673
29058,story8,"he had a monstrous head,",0.1470499,0.6889156
29059,story8,from which straight hair streamed down and crossed his back;,0.21328339,0.5897949
29060,story8,long eyebrows hid his eyes;,0.21039334,0.5947492
29061,story8,his nose was large and shapeless;,0.16384327,0.6878595
29062,story8,nostrils so immense they would have held your fists;,0.15202163,0.73714536
29063,story8,and thick and bluish lips rested on large and crooked fangs;,0.117095016,0.7803052
29064,story8,a stiff moustache surrounded this huge mouth;,0.15001646,0.74900067
29065,story8,and to his very girdle flowed his beard;,0.15521152,0.730288
29066,story8,his head was sunken in his shoulders high;,0.13551077,0.7570606
29067,story8,"and his arms seemed so short,",0.17544714,0.73487675
29068,story8,that useless would have been the attempt to bind them at his back.,0.14701372,0.768534
29069,story8,"As to his hands, they were like paws of toads, so broad and webbed.",0.12872031,0.75927275
29070,story8,"cried this monster,",0.14209619,0.77976906
29071,story8,"come, then, give up thy shield.",0.1097031,0.8349328
29072,story8,"and at once a knight well armed,",0.23989516,0.71591455
29073,story8,with high threats upon his lips exclaiming:,0.19022624,0.82215166
29074,story8,to do what thou hast done is proof thou carest little for thy life.,0.11540856,0.86155623
29075,story8,"""And why so, lord?""",0.32291594,0.49126756
29076,story8,Thou shalt soon learn.,0.29235798,0.4999969
29077,story8,"and conquer him by arms,",0.2782645,0.5897848
29078,story8,"no ransom saves his life,",0.21675922,0.6258698
29079,story8,I hang him by the neck;,0.13454506,0.7723555
29080,story8,and on my gallows which thou seest from here full three-and-thirty dangle in mid air.,0.108749434,0.8138065
29081,story8,"""Tell me now faithfully,""",0.31354505,0.41363794
29082,story8,"""can he who sues for mercy gain it at thy hands?""",0.2889958,0.36845928
29083,story8,"which is, that never in his life he cross a horse;",0.26913467,0.3729713
29084,story8,"Should he such terms accept before the fight,",0.32870007,0.30571362
29085,story8,he may perchance find grace;,0.30325496,0.3043349
29086,story8,but naught can save the man who once hath fought.,0.24087758,0.40630668
29087,story8,"""And if he know not how to weave such dress?""",0.3017634,0.39361116
29088,story8,the knight replied.,0.30892974,0.37287906
29089,story8,"Say, then, if thou consent;",0.26529154,0.48944354
29090,story8,or if thou choose this hour to be thy last.,0.19659872,0.5711719
29091,story8,"""I'll not do so,""",0.18790911,0.7017959
29092,story8,"No,",0.23062226,0.6079636
29093,story8,"I'd rather chance the fight,",0.20919967,0.6473785
29094,story8,"""Take my defiance, then!""",0.1758634,0.7673245
29095,story8,cried out the knight;,0.14618583,0.8040187
29096,story8,I'll defend myself.,0.14446253,0.847092
29097,story8,"They drew apart some space with such-like words,",0.24622159,0.5726318
29098,story8,each thinking on his side a victim soon would fall.,0.22178632,0.6169898
29099,story8,Then the knight came and thundered at his foe.,0.17329423,0.76383984
29100,story8,"and wood and iron,",0.19419992,0.75406075
29101,story8,pierced through the shoulder.,0.17566958,0.784469
29102,story8,"but as he saw him thus, so poorly sped, -",0.3891945,0.6993286
29103,story8,"he exclaimed,",0.4084548,0.75394815
29104,story8,methinks thy hanging-trade is done.,0.3428954,0.7390605
29105,story8,"cried the wounded man,",0.25358877,0.7210786
29106,story8,Thou hast too well performed thy work for safety henceforth to be banished hence.,0.36325744,0.5511516
29107,story8,"""I will not trust to that,""",0.16350372,0.8320648
29108,story8,"or at least, it shan't prevent my hanging thee.",0.093375534,0.8893814
29109,story8,"""In Heaven's name, my lord, I crave thy grace!""",0.18431315,0.6181933
29110,story8,thou who never yet hast granted it to man?,0.14944118,0.6253441
29111,story8,such as those yonder found who once begged grace of thee.,0.19357717,0.52824694
29112,story8,"my head have erred,",0.17014265,0.4839348
29113,story8,guard thee from following in my steps.,0.16538997,0.55342543
29114,story8,I ask for mercy - that should I receive.,0.13920574,0.51308763
29115,story8,"a man of lofty virtue,",0.16377142,0.5659672
29116,story8,"choose that ever the reproach should come to thee of hanging up a brave and courteous knight,",0.13562402,0.5830753
29117,story8,such as I once did bear the title of?,0.13863188,0.5367208
29118,story8,"""Thou liest in thy throat,""",0.074269034,0.84689224
29119,story8,"never couldst thou be prized a proper knight,",0.0760476,0.8048929
29120,story8,an arrant knave.,0.051161554,0.85701686
29121,story8,Who doth a villain's act doth forfeit rank and chivalry alike.,0.10486451,0.774015
29122,story8,In vain thy suit; no pardon shalt thou find.,0.08319817,0.8347868
29123,story8,he seized a rope and placed it round his neck;,0.11774351,0.7948105
29124,story8,"then,",0.122848086,0.79333943
29125,story8,"dragging him beneath the dismal tree,",0.10450517,0.8224738
29126,story8,"""Good friend,""",0.20407052,0.8021185
29127,story8,and travellers need fear little more from thee.,0.17128986,0.7780894
29128,story8,as with intent to kill.,0.14125322,0.80107075
29129,story8,"But when the latter saw him thus return,",0.21831475,0.5418953
29130,story8,"he cried,",0.14960374,0.631486
29131,story8,"I yield to you and Heaven; but grant me, pray, your pity.",0.084286205,0.6569659
29132,story8,Of myself no evil have I done;,0.16697814,0.43592176
29133,story8,"since, had I disobeyed the knight, I should have lost my life.",0.17671694,0.44723472
29134,story8,which twice a-day I burnished.,0.24574314,0.35725683
29135,story8,"This, fair my lord, hath been my only crime.",0.17533502,0.38144967
29136,story8,"""Thou mayst have mercy,""",0.30920222,0.31825042
29137,story8,"""Speak, good my lord; and God confound me if I lose a word!""",0.31172577,0.36023414
29138,story8,"Recount to him beside thy lord's ill-deeds,",0.30585426,0.3254771
29139,story8,"how that so many worthy knights he'd hung,",0.27609432,0.32598582
29140,story8,and how in his turn like meed was given unto him.,0.32722142,0.28311685
29141,story8,"""My lord,""",0.43744227,0.2938249
29142,story8,"exclaimed the dwarf,",0.427584,0.29688922
29143,story8,all this I promise you.,0.42688102,0.23665191
29144,story8,"""Well then, begone!""",0.3520603,0.4055397
29145,story8,and the full moon shone out as bright as day.,0.4215457,0.2788593
29146,story8,"for naught could change his purpose, -",0.35428974,0.34880748
29147,story8,and the dwarf prepared to execute his trust.,0.36996713,0.29523522
29148,story8,"where,",0.46705335,0.29278025
29149,story8,"after certain time,",0.49309564,0.29313764
29150,story8,he safely came.,0.5446384,0.31005174
29151,story8,"The king was breaking up his court,",0.5163425,0.26019105
29152,story8,"which for two weeks he there had held,",0.5144488,0.25038698
29153,story8,"and knights and barons all were going their way content and glad,",0.6343323,0.3785721
29154,story8,"when curiosity their steps detained at sight of a strange dwarf,",0.440333,0.47286293
29155,story8,who in his hand a handsome lance did hold.,0.4655405,0.44290325
29156,story8,"This dwarf pushed forward to the palace-hall,",0.48659828,0.34280267
29157,story8,where each with eager eye observed his shape;,0.49549463,0.47877336
29158,story8,for never till that day had they beheld such wondrous man;,0.49544293,0.6250943
29159,story8,"passing the gaping crowd without remark,",0.5644894,0.5901966
29160,story8,straight to the monarch's throne his steps pursued;,0.5366332,0.53300494
29161,story8,and there he said:,0.5191723,0.4225821
29162,story8,"yet,",0.53229415,0.40732217
29163,story8,"please you,",0.53368396,0.39001784
29164,story8,for I do come a messenger from far.,0.48796374,0.27768844
29165,story8,"said the king,",0.725184,0.50625974
29166,story8,God save thee too!,0.8440421,0.6366569
29167,story8,for thou methinks art honest.,0.7234244,0.4581823
29168,story8,"The dwarf preluded with a sigh, and thus began:",0.26351607,0.2521245
29169,story8,which has been cause of mourning dire and great.,0.046641815,0.25330323
29170,story8,"Proud of his valour and his strength,",0.20844142,0.29230946
29171,story8,"a knight had hung it to a tree upon a hill,",0.13612732,0.29771057
29172,story8,for fourteen weary years.,0.085798986,0.28789264
29173,story8,"I by my cry aroused my lord,",0.38296175,0.32580394
29174,story8,would rush upon the stranger;,0.37215972,0.32563052
29175,story8,"being vanquished,",0.39128876,0.34587684
29176,story8,he was quickly seized and by the neck incontinently hung.,0.269255,0.40818015
29177,story8,"whose messenger I am,",0.45913392,0.26708302
29178,story8,"conquered this lord and won the lance,",0.48961803,0.28032124
29179,story8,hanging in turn its owner for his deeds.,0.49734792,0.27948946
29180,story8,This is the lance that now he sends to you;,0.4624397,0.22195068
29181,story8,"and here am I, your vassal and your slave.",0.46662006,0.22461253
29182,story8,"""Good Lord divine and full of glory,""",0.6396794,0.5328443
29183,story8,"cried the king with clasped hands,",0.5878606,0.55272686
29184,story8,grant of your grace that I behold him safe;,0.58478725,0.54579955
29185,story8,for scant my pleasure and my joys will be till I have held him in these arms again!,0.5109185,0.5377192
29186,story8,"who still wanders on,",0.3985627,0.36292487
29187,story8,when he attained a narrow and dark gorge shut in on either side by mountains high.,0.26631376,0.47679082
29188,story8,No other passage was there but this one.,0.31465393,0.4037684
29189,story8,"when,",0.247734,0.49453282
29190,story8,"at the very mouth of the defile,",0.17281784,0.58073676
