ID,story,text
23291,story5,"so that we might live in peace henceforward,"
23292,story5,"and that we might have your friendship and fellowship therewithal,"
23293,story5,But we have no will to go back home again made rich with your wealth;
23294,story5,this hath been far from our thought in this matter.
23295,story5,we must needs pray you not to shame us by departing empty-handed;
23296,story5,for how then may we look upon your faces again?
23297,story5,"Stone-face, my friend, thou art old and wise;"
23298,story5,"therefore I bid thee to help us herein,"
23299,story5,"and speak for us to thy kindred,"
23300,story5,if they see us faring back giftless through the woods.
23301,story5,"Moreover,"
23302,story5,"Therefore let us take the gifts of our friends,"
23303,story5,"For surely,"
23304,story5,"henceforth the wood shall become a road betwixt us,"
23305,story5,and they were all ready for departure;
23306,story5,"and the men of the Wolf and the Woodlanders,"
23307,story5,stood round about them grieving that they must go.
23308,story5,"There was much talk between the folk of the Dale and the Guests,"
23309,story5,and many promises were given and taken to come and go betwixt the two Dales.
23310,story5,"and they had been stuffed with good things by the men of the kindreds,"
23311,story5,and were as fain as might be.
23312,story5,"she was somewhat out of herself at first,"
23313,story5,"and yet at whiles weeping-ripe when she called to mind that she was now leaving all those things,"
23314,story5,"But at last,"
23315,story5,"and beheld all the throng of folk happy and friendly,"
23316,story5,"it came over her that she herself had done her full share to bring all this about,"
23317,story5,"and that they would be a part of her left behind,"
23318,story5,"Therewithal she said to herself that it was now her part to wield the life of men in Burgdale,"
23319,story5,"and the life of a stirring woman,"
23320,story5,"which the edge of the sword and the need of the hard hand-play had taken out of her hands for a while,"
23321,story5,making her as a child in the hands of the strong wielders of the blades.
23322,story5,"So now she became calm once more,"
23323,story5,"and folk beheld her and marvelled at her fairness, and said:"
23324,story5,"and much was her hope,"
23325,story5,"though all the Dale,"
23326,story5,"and each stone of the fair houses,"
23327,story5,was to her as a picture that she could look on from henceforth for ever.
23328,story5,that she might look on the departure of her folk.
23329,story5,"She had seen Face-of-god once and again since the Day of Battle,"
23330,story5,"and for Iron-face,"
23331,story5,save when Folk-might was with her.
23332,story5,"this is the day of departure,"
23333,story5,"and though I must needs abide behind,"
23334,story5,"and am content to abide,"
23335,story5,yet doth mine heart ache with the sundering;
23336,story5,"Indeed,"
23337,story5,"great hath been the love between me and my people,"
23338,story5,that I may bid him farewell;
23339,story5,and said to him:
23340,story5,"and paled afterwards,"
23341,story5,but he went along with his father silently;
23342,story5,"and his heart beat as he came and stood before the litter whereas the Bride lay,"
23343,story5,clad all in white and propped up on fair cushions of red silk.
23344,story5,"She was frail to look on, and worn and pale yet;"
23345,story5,but he deemed that she was very happy.
23346,story5,"She smiled on him, and reached out her hand and said:"
23347,story5,"and was nigh weeping,"
23348,story5,so sore was he beset by a throng of memories concerning her and him in the days when they were little;
23349,story5,"and he bethought him of her loving-kindness of past days,"
23350,story5,"beyond that of most children,"
23351,story5,beyond that of most maidens;
23352,story5,"and how there was nothing in his life but she had a share in it,"
23353,story5,till the day when he found the Hall on the Mountain.
23354,story5,So he said to her:
23355,story5,thou art become a mighty warrior and a great chief;
23356,story5,but thou art not so mighty as that.
23357,story5,and we-to both of us was the outlook happy.
23358,story5,and had no defence against the wearing of the days;
23359,story5,"and reached her hand to him,"
23360,story5,"and he took it and held it,"
23361,story5,and said:
23362,story5,"thou shalt have much to do in Burgdale,"
23363,story5,Yet would I have thee see my children.
23364,story5,Forget not the token on my hand which thou holdest.
23365,story5,But now get thee to thy folk with no more words;
23366,story5,"the sundering is grievous to me,"
23367,story5,and I would not spin out the time thereof.
23368,story5,"but stooped down and kissed her lips,"
23369,story5,"and then turned from her,"
23370,story5,"and took his ways to the head of the Host,"
23371,story5,"and fell to asking and answering,"
23372,story5,and bidding and arraying;
23373,story5,"and in a little time was his heart dancing with joy to think of the days that lay before him,"
23374,story5,wherein now all seemed happy.
23375,story5,"there were certain light wains drawn by bullocks abiding the departure of the Host,"
23376,story5,and of sumpter bullocks and horses no few;
23377,story5,"and all these were laden with fair gifts of the Dale,"
23378,story5,"as silver,"
23379,story5,"There were many things fair-wrought in the time of the Sorrow,"
23380,story5,"Moreover,"
23381,story5,"there was plenty of provision for the way,"
23382,story5,"both meal and wine,"
23383,story5,and sheep and neat;
23384,story5,"and all things as fair as might be, and well-arrayed."
23385,story5,It was the Shepherds who were to lead the way;
23386,story5,and after them were arrayed the men of the Vine and the Sickle;
23387,story5,"and lastly the House of the Face, with old Stone-face leading them."
23388,story5,which had taken her in as a maiden of their blood;
23389,story5,"yet she went meekly as she was bidden,"
23390,story5,"as one who has gotten a great thing,"
23391,story5,and will make no stir about a small one.
23392,story5,"Along with her were Wood-father and Wood-mother,"
23393,story5,"now whole of his hurt,"
23394,story5,"moreover,"
23395,story5,and they were exceeding merry;
23396,story5,"and especially the women of them,"
23397,story5,when they gather from the fields in the tall elm-trees before they go to roost.
23398,story5,"Now all the men of the Dale,"
23399,story5,"both of the kindreds and of the thrall-folk,"
23400,story5,"made way for the Host and its havings,"
23401,story5,that they might go their ways down the Dale;
23402,story5,"and with them,"
23403,story5,"as men who were sorry for the sundering,"
23404,story5,were Wolf-stone and God-swain and Spear-fist.
23405,story5,"and was now whole again,"
23406,story5,and said:
23407,story5,and especially for my dear friend God-swain of the Silver Arm;
23408,story5,for we love thee well.
23409,story5,forget ye not that the way is no longer from you to us than it is from us to you.
23410,story5,and may not often stir from our meadows and acres;
23411,story5,"even now I bethink me that May is amidst us,"
23412,story5,"and when the others saw that he laughed,"
23413,story5,"they laughed also,"
23414,story5,now we have gotten us peace;
23415,story5,"Moreover,"
23416,story5,doubt ye not that I shall do my utmost to behold the fair Dale again;
23417,story5,for it is but mountains that meet not.
23418,story5,"smiling and somewhat softly,"
23419,story5,and said:
23420,story5,"that thou mightest pay for all that had come and gone,"
23421,story5,"in those days I was an older man than thou,"
23422,story5,"but now,"
23423,story5,"yet many deeds have abided in thine hand,"
23424,story5,"As for me, I may now say this word:"
23425,story5,then shall all be well.
23426,story5,"and turned away toward Stone-face and Hall-face his brother,"
23427,story5,where they stood at the head of the array of the Face;
23428,story5,"And now blew up the horns of the Shepherds,"
23429,story5,yet were there amongst the Woodlanders those who wept when they saw their friends verily departing from them.
23430,story5,"But when they of the foremost of the Host were gotten so far forward that the men of the Face could begin to move,"
23431,story5,"and he had done a man's work in the day of battle,"
23432,story5,and all looked kindly on him.
23433,story5,"and he turned to these and nodded as their array moved on,"
23434,story5,"and he drew his bow across the strings,"
23435,story5,"and straightway they fell a-singing,"
23436,story5,even as it might be thus:
23437,story5,"Back again to the dear Dale where born was the kindred,"
23438,story5,and liveth our mirth.
23439,story5,"whatever men hindred,"
23440,story5,all storms of the earth.
23441,story5,"we have left here a part of our treasure,"
23442,story5,"The ashes of stout ones,"
23443,story5,the stems of the shield;
23444,story5,"But the bold lives they spended have sown us new pleasure,"
23445,story5,"When the yellowing windows shine forth o'er the night,"
23446,story5,Remembrance of men that put from us the yoke.
23447,story5,"And we see down the Dale the grey reach of the roof,"
23448,story5,"We shall tell of the gift in the battle-joy given,"
23449,story5,All the fierceness of friends that drave sorrow aloof.
23450,story5,"Once then we lamented, and mourned them departed;"
23451,story5,"Henceforth shall we fling Their names up aloft,"
23452,story5,"Come tell me for what are the women abiding,"
23453,story5,Till each on the other aweary they lean?
23454,story5,"Is it loitering of evil that thus they are chiding,"
23455,story5,The slow-footed bearers of sorrow unseen?
23456,story5,The birds of the air other tidings have borne them- How glad through the wood goeth man beside man.
23457,story5,"and daylight grows longer,"
23458,story5,And nightly the star-street hangs high o'er the land.
23459,story5,the Midsummer morn.
23460,story5,"and again the song rose up,"
23461,story5,and such-like were the words which were borne back into the Market-place of Silver-stead:
23462,story5,"And yet what is this,"
23463,story5,"and why fare ye so slowly,"
23464,story5,"While our echoing halls of our voices are dumb,"
23465,story5,Far aloof for our feet leads the Dale-road out yonder;
23466,story5,the sundering of speech;
23467,story5,"The well-willer's word that ends words with the saying,"
23468,story5,The love of this land do ye bear with you still.
23469,story5,In two Dales of the earth for to-day and to-morrow Is waxing the oak-tree of peace and good-will.
23470,story5,"even as men who were a portion thereof,"
23471,story5,And that night they lay in the wild-wood not very far from the Dale's end;
23472,story5,"So they greeted him kindly,"
23473,story5,So in their talk he said to her:
23474,story5,"my speech-friend,"
23475,story5,But many things shall hinder us besides the long road.
23476,story5,this is a great part of a man's life.
23477,story5,"How many days have gone by since I wandered in the wood last autumn,"
23478,story5,and a man's days on the earth are not over many.
23479,story5,waving his hand toward the north.
23480,story5,"barefoot,"
23481,story5,but bearing her bow in her hand;
23482,story5,"a leash of arrows was in her girdle,"
23483,story5,"her quiver hung at her back,"
23484,story5,and she was girt with a sword.
23485,story5,lightly clad but weaponed.
23486,story5,"bearing weapons,"
23487,story5,"for they had much baggage with them,"
23488,story5,"and they had no mind to weary themselves,"
23489,story5,"and the wood was nothing loathsome to them,"
23490,story5,They fell in with no mishap by the way.
23491,story5,and others not.
23492,story5,"yet when he lay hard on them not to depart as men on the morrow of a gild-feast,"
23493,story5,"they abode there three days,"
23494,story5,"and were as well guested as might be,"
23495,story5,and said:
23496,story5,yet now I would ask you a gift to lay on the top of all that ye have given me.
23497,story5,for we deem thee our friend.
23498,story5,till I see how this folk new-born again is like to deal with me.
23499,story5,"For pleasure and a fair life have become so strange to them,"
23500,story5,"that they scarce know what to do with them,"
23501,story5,"and unless all is to go awry, I must needs command and forbid;"
23502,story5,"they do as I bid,"
23503,story5,"and when it pleaseth them not,"
23504,story5,"But your folk they fear as warriors of the world,"
23505,story5,"And when the matter was put abroad,"
23506,story5,"there was no lack of such men amongst the younger warriors,"
23507,story5,"and never came back to Burgdale,"
23508,story5,"and seven more,"
23509,story5,"betook them the next spring to the Burg of the Runaways,"
23510,story5,"and there built them a stead,"
23511,story5,"And as years passed,"
23512,story5,"this same stead throve exceedingly,"
23513,story5,for it was a pleasant place;
23514,story5,"was sweet and good,"
23515,story5,and in latter days it became a very goodly habitation of men.
23516,story5,"Moreover,"
23517,story5,prayed hard to go along with them;
23518,story5,for they looked on the Burgdalers as if they were new Gods of the Earth.
23519,story5,"The Burgdale chiefs would not gainsay these men either,"
23520,story5,"men and women,"
23521,story5,So now with good hearts the Host of Burgdale turned their faces toward their well-beloved Dale;
23522,story5,"and they made good diligence,"
23523,story5,"Thither in the even-tide,"
23524,story5,"as they were making ready for their last supper and bed in the wood,"
23525,story5,"came three men and two women of their folk,"
23526,story5,"Great was the joy of these messengers as they went from company to company of the warriors,"
23527,story5,"and saw the familiar faces of their friends,"
23528,story5,and heard their wonted voices telling all the story of battle and slaughter.
23529,story5,and made much of them.
23530,story5,"a man of the House of the Face,"
23531,story5,"left the Host a little after nightfall,"
23532,story5,and bore back to Burgstead at once the tidings of the coming home of the Host.
23533,story5,so that there was no great multitude abiding in the Thorp.
23534,story5,So early on the morrow was the Host astir;
23535,story5,"the Shepherd-folk turned aside westward to go home,"
23536,story5,after they had bidden farewell to their friends and fellows of the Dale;
23537,story5,whence went the savour of their blossom over sheep-walk and water-meadow.
23538,story5,So these went their ways with many kind words;
23539,story5,and two hours afterwards all the rest of the Host stood on the level ground of the Portway;
23540,story5,"but presently were the ranks of war disordered and broken up by the joy of the women and children,"
23541,story5,"For the War-leader would not hold the Host together any longer,"
23542,story5,"but suffered each man to go to his home,"
23543,story5,"deeming that the men of Burgstead,"
23544,story5,"and chiefly they of the Face and the Steer,"
23545,story5,"would suffice for a company if any need were,"
23546,story5,"So now the men of the Middle and Lower Dale made for their houses by the road and the lanes and the meadows,"
23547,story5,"and the men of the Upper Dale and Burgstead went their ways along the Portway toward their halls,"
23548,story5,with the throng of women and children that had come out to meet them.
23549,story5,"And now men came home when it was yet early,"
23550,story5,and the thought of the day when the fear of death and sundering had been ever in their hearts.
23551,story5,"For these new hours were full of the kissing and embracing of lovers,"
23552,story5,"There were the cups of friends beneath the chestnut trees,"
23553,story5,"and the talk of the deeds of the fighting-men,"
23554,story5,"There was the singing of old songs and of new,"
23555,story5,and in their pleasantness was fresh promise for the days to come.
23556,story5,"and though folk were weary with the fulness of delight,"
23557,story5,"House by house they feasted,"
23558,story5,and few were the lovers that sat not together that even.
23559,story5,"for needs must she go with her new folk to the House of the Steer,"
23560,story5,"and needs must Face-of-god be amongst his own folk in that hour of high-tide,"
23561,story5,NOW May was well worn when the Host came home to Burgdale;
23562,story5,"and on the very morrow of men's home-coming they began to talk eagerly of the Midsummer Weddings,"
23563,story5,"and how the Maiden Ward would be the greatest and fairest of all yet seen,"
23564,story5,doing what work came to hand;
23565,story5,"and he held his head high among the people,"
23566,story5,and was well looked to of every man.
23567,story5,both in doing and in forbearing;
23568,story5,"and now so wonderful and rare was her beauty,"
23569,story5,"that folk looked on her with somewhat of fear,"
23570,story5,as though she came from the very folk of the Gods.
23571,story5,Indeed she seemed somewhat changed from what she had been of late;
23572,story5,and sat amongst the kindred as one communing with herself:
23573,story5,"but her face clear, not overcast by any gloom or shaken by passion:"
23574,story5,"soft and kind was she in converse with others,"
23575,story5,"For it must be said that as some folk eat out their hearts with fear of the coming evils,"
23576,story5,"even so was she feeding her soul with the joy of the days to be,"
23577,story5,"whatever trouble might fall upon them,"
23578,story5,"when the wheat was getting past the blossoming,"
23579,story5,when the leaves were most and biggest;
23580,story5,when the roses were beginning to fall;
23581,story5,High aloft floated the light clouds over the Dale;
23582,story5,deep blue showed the distant fells below the ice-mountains;
23583,story5,the waters dwindled;
23584,story5,"all things sought the shadow by daytime,"
23585,story5,"her face as calm as the mountain lake under a summer sunset,"
23586,story5,"while of the others many were restless,"
23587,story5,and in their restless love of her dragged her about hither and thither.
23588,story5,No men were to be seen that morning;
23589,story5,"for such was the custom,"
23590,story5,or abode within doors on the morn of the day of the Maiden Ward;
23591,story5,"but there was a throng of women about the Gate and down the street of Burgstead,"
23592,story5,and it may well be deemed that they kept not silence that hour.
23593,story5,"So fared the Brides of Burgstead to the place of the Maiden Ward on the causeway,"
23594,story5,or were even then close at hand on the way;
23595,story5,"and among them were Long-coat and her two fellows,"
23596,story5,with whom Face-of-god had held converse on that morning whereon he had followed his fate to the Mountain.
23597,story5,There then were they gathered under the cliff-wall of the Portway;
23598,story5,"which were thatched with bulrushes,"
23599,story5,and decked with garlands of the fairest flowers of the meadows and the gardens.
23600,story5,for no fairer women might be seen in the world;
23601,story5,and the eldest of them was scant of five and twenty winters.
23602,story5,"their sleeves and gown-hems and girdles,"
23603,story5,"their very shoes and sandals were embroidered so fairly and closely,"
23604,story5,According to due custom every maiden bore some weapon.
23605,story5,A few had bows in their hands and quivers at their backs;
23606,story5,"some bore slender-shafted spears,"
23607,story5,so as not to overburden their shapely hands;
23608,story5,"but to some it seemed a merry game to carry long and heavy thrust-spears,"
23609,story5,or to bear great war-axes over their shoulders.
23610,story5,some had burdened their arms with shields;
23611,story5,some bore steel hauberks over their linen smocks:
23612,story5,almost all had some piece of war-gear on their bodies;
23613,story5,"a tall and fair damsel,"
23614,story5,and a garland of roses on her head.
23615,story5,and she bore no other weapon or war-gear;
23616,story5,whereas some of the other damsels would be ever drawing their swords out and thrusting them back.
23617,story5,"But all noted that goodly weapon,"
23618,story5,the yoke-fellow of so many great deeds.
23619,story5,"There then on the Portway,"
23620,story5,"between the water and the rock-wall,"
23621,story5,rose up plenteous and gleeful talk of clear voices shrill and soft;
23622,story5,"and whiles they told tales of old days,"
23623,story5,and whiles they joined hands and danced together on the sweet summer dust of the highway.
23624,story5,"Then they mostly grew aweary,"
23625,story5,"Noon came,"
23626,story5,and fruit and fresh flowers from the teeming gardens;
23627,story5,"and thereafter for a while they nursed their joy in their bosoms,"
23628,story5,and they made as though they were wending down the Portway westward to go out of the Dale.
23629,story5,"Again in a while,"
23630,story5,"when the sun was westering and the shadows growing long,"
23631,story5,"and making as though they would pass by into Burgstead,"
23632,story5,"but to them also did the maidens gainsay the road,"
23633,story5,"so that needs must they turn back amidst laughter and mockery,"
23634,story5,they themselves also laughing and mocking.
23635,story5,"And so at last,"
23636,story5,"when the maidens had been all alone a while,"
23637,story5,"and it was now hard on sunset,"
23638,story5,"they drew together and stood in a ring,"
23639,story5,and fell to singing;
23640,story5,"and one Gold-may of the House of the Bridge,"
23641,story5,"a most sweet singer,"
23642,story5,stood amidst their ring and led them.
23643,story5,And this is somewhat of the meaning of their words:
23644,story5,The sun will not tarry;
23645,story5,Fail the colours that marry the Day to the Night.
23646,story5,"Amid the sun's burning bright weapons we bore,"
23647,story5,For this eve of our earning comes once and no more.
23648,story5,"For to-day hath no brother in yesterday's tide,"
23649,story5,And to-morrow no other alike it doth hide.
23650,story5,This day is the token of oath and behest That ne'er shall be broken through ill days and best.
23651,story5,"the oath hath been done,"
23652,story5,And the gifts of its giving our troth-day shall win Are the Dale for our living and dear days therein.
23653,story5,yet come back and see Amidst all that thou gainest how gainful are we.
23654,story5,Rise up on the morrow to look on our mirth!
23655,story5,"Thy blooms art thou bringing back ever for men,"
23656,story5,And thy birds are a-singing each summer again.
23657,story5,While yet thy light hovers aloft in the sky.
23658,story5,"Lo the seeker, the finder of Death in the Blade!"
23659,story5,What lips shall be kinder on lips of mine laid?
23660,story5,"Come many a morrow to gaze on the Dale,"
23661,story5,O sun sinking under!
23662,story5,"So they sang, and the sun sank indeed;"
23663,story5,"and amidst their singing the eve was still about them,"
23664,story5,though there came a happy murmur from the face of the meadows and the houses of the Thorp aloof.
23665,story5,and they stand back to back to face all comers.
23666,story5,"And even therewith,"
23667,story5,came on them the young men of the Dale newly delivered from the grief of war.
23668,story5,"weary with the long day of sunshine,"
23669,story5,"and the maidens suffered the young men to lead them whither they would,"
23670,story5,and twilight began to draw round about them as the Maiden Band was sundered.
23671,story5,"and they would have to wend over long stretches of dewy meadows,"
23672,story5,and see the east begin to lighten with the dawn before they came to the lighted feast that awaited them.
23673,story5,But some turned up the Portway straight towards Burgstead;
23674,story5,and short was their road to the halls where even now the lights were being kindled for their greeting.
23675,story5,"she had been very quiet the day long,"
23676,story5,"speaking as little as she might do,"
23677,story5,"laughing not at all,"
23678,story5,"and when the grooms came seeking their maidens,"
23679,story5,"she withdrew herself from the band,"
23680,story5,"and her heart beat hard,"
23681,story5,"and her breath came short and quick,"
23682,story5,as though fear had caught her in its grip;
23683,story5,and indeed for one moment of time she feared that he was not coming to her.
23684,story5,"For he had gone with the other grooms to that gathered band,"
23685,story5,"and had passed from one to the other,"
23686,story5,"not finding her,"
23687,story5,"till he had got him through the whole company,"
23688,story5,and beheld her awaiting him.
23689,story5,"Then indeed he bounded toward her,"
23690,story5,"and caught her by the hands,"
23691,story5,"and then by the shoulders,"
23692,story5,"and drew her to him,"
23693,story5,they go each their own way toward the halls of their houses;
23694,story5,and over the dewy meadows on this best even of the year.
23695,story5,and surely in the House of the Face they look to see thee before any other.
23696,story5,for the way I tell of is as short as the Portway.
23697,story5,"But hearken, my sweet!"
23698,story5,"When we are in the meadows we shall sit down for a minute on a bank under the chestnut trees,"
23699,story5,and thence watch the moon coming up over the southern cliffs.
23700,story5,"And I shall behold thee in the summer night,"
23701,story5,and deem that I see all thy beauty;
23702,story5,which yet shall make me dumb with wonder when I see it indeed in the house amongst the candles.
23703,story5,so fragrant they are.
23704,story5,and then into an orchard-close beyond it.
23705,story5,There in the ancient walnut-tree the owl sitteth breathing hard in the night-time;
23706,story5,but thou shalt not hear him for the joy of the nightingales singing from the apple-trees of the close.
23707,story5,"Then from out of the shadowed orchard shall we come into the open town-meadow,"
23708,story5,and across the water lieth the fair garden of the Face;
23709,story5,"that shall be like wavering flames of white fire where the moon smites them,"
23710,story5,and like the void of all things where the shadows hang over them.
23711,story5,"There then shall we be in the garden,"
23712,story5,"beholding how the hall-windows are yellow,"
23713,story5,"to cheer us,"
23714,story5,and the honey-sweetness of the lilies.
23715,story5,"if the path of thy wedding which I have made,"
23716,story5,on the even of the Chamber of Love.
23717,story5,and thou canst not see whereby to enter it;
23718,story5,and thine hand is not weary of mine as we go.
23719,story5,"But at the end shall we come to a wicket,"
23720,story5,which shall bring us out by the gable-end of the Hall of the Face.
23721,story5,"Turn we about its corner then,"
23722,story5,"and there are we blinking on the torches of the torch-bearers,"
23723,story5,"and the candles through the open door,"
23724,story5,"and the hall ablaze with light and full of joyous clamour,"
23725,story5,"for even as he was speaking he led her away,"
23726,story5,"and her feet went as her will went,"
23727,story5,rather than her words;
23728,story5,"and she turned aback one moment,"
23729,story5,"and saw the long line of the rock-wall yet glowing with the last of the sunset of midsummer,"
23730,story5,and Face-of-god moreover.
23731,story5,"Thus then they crossed the bridge into the green meadows,"
23732,story5,and other brides and grooms were there before them (for six grooms had brought home brides to the House of the Face);
23733,story5,but none deemed it amiss in the War-leader of the folk and the love that had led him.
23734,story5,And old Stone-face said:
23735,story5,Then he spread his hands abroad before them all and cried out:
23736,story5,and they that looked up to the gable of the Hall said that they saw the ray-ringed image of the God smile with joy over the gathered folk.
23737,story5,But spake Iron-face unheard amidst the clamour of the Hall:
23738,story6,which conferred on the name of Captain Cook so just a claim to posthumous gratitude and immortal renown.
23739,story6,"Four months of his first voyage round the world,"
23740,story6,"to an extent of nearly two thousand miles,"
23741,story6,"After hovering about the coast for some time,"
23742,story6,he at length came to an anchorage in the only harbour which appeared to him commodious;
23743,story6,"and which,"
23744,story6,"in consequence of the innumerable varieties of herbage which were found on shore,"
23745,story6,he called Botany Bay.
23746,story6,"In this spot he remained some days,"
23747,story6,employing himself in making those observations which suggested themselves to his capacious mind;
23748,story6,"and, from his report of the situation of the country -"
23749,story6,"of its apparent extent,"
23750,story6,"the British Government was induced to relinquish those intentions which had been previously entertained,"
23751,story6,"and to fix upon this spot,"
23752,story6,"as the best adapted for the establishment of a settlement,"
23753,story6,"whither those unhappy delinquents might be conveyed,"
23754,story6,"whose offences against the laws had rendered their further residence in their native land,"
23755,story6,incompatible with the welfare of society.
23756,story6,"According to this determination,"
23757,story6,"where he arrived on the twentieth of January,"
23758,story6,"with eight hundred convicts,"
23759,story6,"and a portion of marines,"
23760,story6,"and laid the foundation of the new settlement,"
23761,story6,"which continued gradually to improve under his government,"
23762,story6,until the close of the year seventeen ninety two.
23763,story6,"Numberless obstructions existed,"
23764,story6,"during this early period,"
23765,story6,to check the growth of the colony;
23766,story6,"the occasional pressure of want,"
23767,story6,on account of its remoteness from the European quarter.
23768,story6,"The continual disorders amongst the convicts,"
23769,story6,"which no lenity could assuage,"
23770,story6,"no severity effectually check,"
23771,story6,"were injurious to the well-doing of the colony,"
23772,story6,whose true interests required a combination of reciprocal confidence and mutual exertion;
23773,story6,on men almost divested of the common principles and feelings of their species -
23774,story6,"on those whom a course of depravity had rendered obnoxious to every other pursuit,"
23775,story6,it was not possible to make impressions of a liberal and enlightened nature.
23776,story6,"Their intentions uniformly tended to vice,"
23777,story6,"and no good was to be expected from them,"
23778,story6,except such as was the effect of compulsory measures;
23779,story6,"so that the task which industry might have achieved with comparative ease,"
23780,story6,"under existing circumstances,"
23781,story6,"a work of difficulty,"
23782,story6,requiring time and perseverance to bring it to the desired perfection.
23783,story6,"It was not to the commission of depredations upon each other that the restless and dishonest dispositions of the convicts confined themselves,"
23784,story6,"and their spears,"
23785,story6,"and their persons,"
23786,story6,were equally exposed to the violence of the new settlers.
23787,story6,"the natives at first discovered symptoms of justifiable reserve,"
23788,story6,several unfortunate convicts being found murdered in the woods.
23789,story6,"In vain did the governor issue order after order,"
23790,story6,"insults still continued to be offered to the natives,"
23791,story6,and such acts of retaliation ensued as circumstances would allow.
23792,story6,"was wounded by a spear which one of the savages threw at him,"
23793,story6,under the influence of a momentary apprehension.
23794,story6,"Another evil to which the colony was subjected,"
23795,story6,"arose from the pressure of occasional scarcity,"
23796,story6,"which relaxed the sinews of industry,"
23797,story6,"where it did exist,"
23798,story6,"when men were reduced from a plentiful allowance,"
23799,story6,"when the storehouses were almost empty of provisions,"
23800,story6,"and when the busy mind painted to itself the dangers,"
23801,story6,"inseparable from a voyage of such length,"
23802,story6,until horror and wretchedness should have been heightened to the utmost;
23803,story6,"no inclination to laborious exertion existed,"
23804,story6,and no hand had the power to wield and employ the implements of toil.
23805,story6,The progress of the settlement towards maturity was necessarily retarded;
23806,story6,"and the operations which proceeded,"
23807,story6,"at these periods of general debility,"
23808,story6,were compelled to move with a slowness which afforded but a faint promise of speedy perfection.
23809,story6,"Under this combination of disadvantages,"
23810,story6,"it affords proof of no common perseverance to find,"
23811,story6,"before two towns were formed,"
23812,story6,and the colony seemed rapidly advancing to the appearance of maturity.
23813,story6,"Governor Phillip sailed to England on the eleventh of December,"
23814,story6,"during his period,"
23815,story6,all of which the commissary received directions to purchase at a given price:
23816,story6,and the number of settlers began to increase in a rapid portion.
23817,story6,"who came out in the Reliance,"
23818,story6,"on the seventh of September,"
23819,story6,and entered upon the functions of his important office without delay.
23820,story6,"One of the first acts of the new governor was the establishment of a printing-press,"
23821,story6,"the advantages of which soon became obvious,"
23822,story6,"The bulls and cows which had been originally brought over to the new continent had,"
23823,story6,"by the carelessness of their keeper,"
23824,story6,"been suffered to stray into the woods,"
23825,story6,"and every subsequent search after them had proved ineffectual until this period,"
23826,story6,"when a fine and numerous herd of wild cattle was discovered in the interior of the country,"
23827,story6,which was evidently the progeny of the animals which had been so long lost to the colony.
23828,story6,"The protection of this wild herd and its increase became a matter of public interest,"
23829,story6,"serve as a valuable resource,"
23830,story6,in case of necessity;
23831,story6,"In the commencement of the year seventeen ninety six,"
23832,story6,"under the sanction of the governor,"
23833,story6,was not less anxious to extend to individuals the enjoyments and privileges which were compatible with the good of the colony.
23834,story6,"Towards the close of the same year,"
23835,story6,"The county of Cumberland was assessed,"
23836,story6,"a few months afterwards,"
23837,story6,and the peaceable inhabitants of the colony had the speedy satisfaction to perceive a building of such utility put into hand;
23838,story6,"for such had been the recent increase of crimes,"
23839,story6,"that it became an object of necessity to adopt some stronger measures than those which had hitherto been put in force,"
23840,story6,to secure the prosperity and tranquillity of a community which was now so rapidly growing in extent and importance.
23841,story6,"A town-clock was also erected in Sydney,"
23842,story6,"a luxury which had been hitherto unknown,"
23843,story6,perfectly reconciled to their new countrymen;
23844,story6,"although their attachment to their accustomed habits and situations induced them to abstain from taking up new residences,"
23845,story6,"and from mixing indiscriminately with the Europeans,"
23846,story6,and commenced an intercourse which was calculated to rivet the prosperity of the colony.
23847,story6,"Those insulting attacks and sanguinary recriminations which had disgraced the earlier years of the establishment,"
23848,story6,"no longer existed,"
23849,story6,to disturb the tranquillity and excite the alarms of the settlers;
23850,story6,"many of the convicts had reformed their lives,"
23851,story6,"instead of being examples of depravity,"
23852,story6,"had turned to habits of industry,"
23853,story6,while the apprehensions of famine had entirely vanished before the improvements in the agriculture of the country:
23854,story6,the stock had increased wonderfully;
23855,story6,the granaries and storehouses were amply supplied;
23856,story6,"and the ground brought forth more produce,"
23857,story6,"as its nature became better understood,"
23858,story6,and the most advantageous methods of tillage were discovered.
23859,story6,"in the year eighteen hundred,"
23860,story6,"by the seditious conduct of a number of Irish convicts who had recently arrived in this country,"
23861,story6,to disseminate their pernicious and absurd doctrines amongst the prisoners.
23862,story6,"They had assembled frequently for the purpose of accelerating their diabolical views,"
23863,story6,"and a Roman Catholic priest,"
23864,story6,"named Harold,"
23865,story6,"who was discovered to be one of the instigators and originators of the scheme of insurrection,"
23866,story6,was taken into custody.
23867,story6,"Voluntary associations were embodied,"
23868,story6,"and every measure of prudent precaution was promptly adopted,"
23869,story6,"to prevent the expansion of principles which are totally subversive of all order,"
23870,story6,and of the best interests of civilized society.
23871,story6,"It may easily be supposed,"
23872,story6,"that amongst such characters as composed the colony,"
23873,story6,"there must be numbers to whom these sentiments of insubordination must be congenial,"
23874,story6,"and who would eagerly grasp at any projects,"
23875,story6,"Men who have obtained a proficiency in crime,"
23876,story6,that the settlement was at this moment preserved from the horrors and consequences of internal commotion.
23877,story6,"Governor Hunter quitted the colony,"
